,SUBID,Non-irrigated arable land,Permanently irrigated land,Olive groves,Agro-forestry areas,Transitional woodland-shrub,Water bodies,Continuous urban fabric,Discontinuous urban fabric,Industrial or commercial units,Mineral extraction sites,Sport and leisure facilities,Rice fields,Vineyards,Pastures,Annual crops associated with permanent crops,Complex cultivation patterns,Land occupied by agriculture with natural vegetation,Broad-leaved forest,Coniferous forest,Mixed forest,Moors and heathland,Sclerophyllous vegetation,Sparsely vegetated areas,Dump sites,Construction sites,Fruit trees and berry plantations,Natural grasslands,Burnt areas,Airports,Road and rail networks,Inland marshes,Salt marshes,Salines,Estuaries,Sea and ocean,Bare rocks,Water courses,"Beaches, dunes, sands",Green urban areas,Port areas,Intertidal flats,Coastal lagoons
98,9535729.0,13.100000000000001,5.7,7.3,8.6,29.2,1.2,,0.4,0.1,,0.2,,0.2,2.9000000000000004,0.4,7.3999999999999995,8.0,8.200000000000001,0.8,0.8999999999999999,,4.3,0.3,,,,0.7000000000000001,,,,,,,,,,,,,,,
99,9535769.0,0.8,0.3,9.0,,10.9,,0.3,6.3,0.8,1.6,0.2,,0.4,,14.000000000000002,5.800000000000001,15.4,2.0,2.1,9.2,,20.4,,,,0.0,,,0.3,,,,,,,,,,,,,
100,9535800.0,15.5,5.8999999999999995,4.6,22.3,19.8,0.1,,0.0,,,,,,6.9,0.2,1.0,5.1,13.700000000000001,0.3,,,3.8,,,,,0.8999999999999999,,,,,,,,,,0.0,,,,,
101,9535836.0,15.2,0.5,7.1,5.0,25.6,0.0,,0.4,0.1,,,,0.4,2.1999999999999997,1.7999999999999998,11.5,11.600000000000001,5.0,1.6,0.7000000000000001,1.4000000000000001,5.2,0.0,,,3.0,0.8999999999999999,0.7000000000000001,,,,,,,,0.1,,,,,,
102,9535841.0,0.2,,3.0,56.699999999999996,1.4000000000000001,,0.0,,,,,,,2.3,,,0.2,5.4,0.4,0.4,,23.0,0.3,,,,6.7,,,,,,,,,,,,,,,
103,9538647.0,1.3,21.8,24.2,,2.1,,1.4000000000000001,3.6999999999999997,2.3,,,,1.0999999999999999,0.3,2.9000000000000004,12.4,12.3,3.6999999999999997,0.8,1.0999999999999999,0.1,5.3,,,,0.8999999999999999,1.0,,,,1.2,,,,,,0.0,,,,,
104,9538690.0,0.5,16.1,0.0,4.5,9.700000000000001,,1.4000000000000001,1.5,0.8,,,1.0,25.2,,0.4,6.3,4.3999999999999995,23.599999999999998,0.4,3.5999999999999996,,,,,,0.1,,,,,0.3,,,,,,,,,,,
105,9538724.0,1.5,2.4,,15.0,12.9,,,0.3,,,,0.4,,2.9000000000000004,,7.1,6.5,37.0,0.2,13.8,,,,,,,,,,,,,,,,,,,,,,
106,9538862.0,1.7000000000000002,4.7,0.3,7.8,16.1,,,0.1,,,,1.6,1.3,0.7000000000000001,0.5,3.8,0.8,56.49999999999999,1.0999999999999999,2.7,0.2,,,,,,,,,,,,,,,,,,,,,
107,9538902.0,1.0999999999999999,9.4,,9.700000000000001,12.0,1.0999999999999999,0.8,1.0999999999999999,0.2,0.2,,5.8999999999999995,,1.0999999999999999,,18.6,0.8,25.6,3.3000000000000003,8.9,,,,,,,,,,0.2,,,,,,,,,,,,
108,9539029.0,1.0999999999999999,0.8,7.5,,9.9,,,2.5,,3.4000000000000004,,,0.6,,8.200000000000001,11.899999999999999,9.4,15.9,0.5,7.1,0.3,19.1,,,,0.5,0.8999999999999999,,,0.4,,,,,,,,,,,,
109,9539032.0,1.9,6.4,1.0,2.7,34.4,0.1,,0.3,0.1,,,2.6,1.7000000000000002,0.2,0.3,3.6999999999999997,0.8999999999999999,39.7,0.6,3.2,0.0,,,,,0.0,0.1,,,,,,,,,,,,,,,
110,9539162.0,3.2,5.800000000000001,0.1,0.4,13.200000000000001,,0.1,2.4,1.5,1.6,,1.0,33.0,0.6,,9.1,11.799999999999999,6.5,0.2,4.5,1.0,1.7000000000000002,,0.1,,0.3,0.6,,0.7000000000000001,,,,,,,,0.4,,,,,
111,9539229.0,2.9000000000000004,1.7000000000000002,2.9000000000000004,0.6,11.799999999999999,,,1.5,0.2,0.2,,,10.5,0.5,3.6999999999999997,22.0,13.900000000000002,20.200000000000003,0.7000000000000001,1.7999999999999998,2.6,1.3,,,0.2,,0.6,,,,,,,,,,,,,,,
112,9539393.0,0.3,2.3,1.2,,10.299999999999999,,0.3,3.0,1.2,1.6,0.6,,3.4000000000000004,0.3,3.5000000000000004,15.299999999999999,15.5,26.8,1.7999999999999998,8.6,0.3,2.9000000000000004,,,,,,,,0.7000000000000001,,,,,,,,,,,,
113,9556306.0,58.5,0.4,12.1,,3.2,,0.1,,,,,,,0.1,,1.2,3.6999999999999997,3.0,5.7,1.7000000000000002,,3.5000000000000004,0.8,,,,5.8999999999999995,,,,,,,,,,,,,,,
114,9556308.0,57.9,,5.5,,2.8000000000000003,0.8,,,,,,,,,,0.6,2.8000000000000003,16.0,2.8000000000000003,0.0,,8.0,0.1,,,,2.6,,,,,,,,,,,,,,,
115,9556345.0,60.699999999999996,,1.7000000000000002,,1.6,,,0.2,0.1,,,,,,,,1.3,22.5,,1.3,,4.5,,,,,6.2,,,,,,,,,,,,,,,
116,9556360.0,59.9,0.2,3.4000000000000004,0.2,3.4000000000000004,,0.7000000000000001,3.1,2.4,0.4,0.3,,0.2,1.0999999999999999,,5.5,1.0,4.3999999999999995,0.7000000000000001,0.7000000000000001,,9.6,0.2,,0.4,,1.7999999999999998,,,0.2,,,,,,,,,0.2,,,
117,9556371.0,39.800000000000004,0.7000000000000001,10.6,3.8,3.1,,0.5,0.3,,,,,,,,2.8000000000000003,3.6999999999999997,14.7,5.1,0.2,,5.6000000000000005,,,,2.8000000000000003,6.2,,,,,,,,,0.1,,,,,,
118,9556390.0,2.0,0.6,,,6.3,0.5,,0.1,,,,,,1.0999999999999999,,0.1,1.0999999999999999,7.7,23.0,10.6,0.8999999999999999,17.9,1.6,,,,24.3,,,,,,,,,2.3,,,,,,
119,9556397.0,77.5,,10.299999999999999,,0.5,,,,,,,,,,,1.0999999999999999,,,2.1999999999999997,0.3,,3.2,1.4000000000000001,,,1.7999999999999998,1.7999999999999998,,,,,,,,,,,,,,,
120,9556402.0,,,1.7999999999999998,,5.5,1.3,,8.6,,,,,8.1,0.6,,2.3,2.9000000000000004,22.1,17.2,22.1,,6.2,,,,,1.2,,,,,,,,,,,,,,,
121,9556413.0,30.8,0.3,10.2,,2.5,,,0.2,,,,,,,0.3,5.0,8.9,9.700000000000001,3.2,13.0,,4.5,,,,,11.4,,,,,,,,,,,,,,,
122,9556427.0,75.5,4.2,0.3,,0.2,,1.0999999999999999,2.3,1.2,0.3,0.3,,1.7000000000000002,1.0,,6.3,3.0,,0.8,,,0.6,,0.3,,,0.8999999999999999,,,,,,,,,,0.1,,,,,
123,9556439.0,36.0,1.2,2.4,0.5,5.6000000000000005,,,0.4,,,,,,,,0.8,5.0,6.2,1.0,15.1,,14.799999999999999,0.5,,,0.5,10.0,,,,,,,,,,,,,,,
124,9556449.0,1.4000000000000001,,0.1,,4.0,0.4,,0.1,,,,,,,,,0.8,14.7,16.3,9.1,10.2,23.1,1.2,,,,16.7,,,,,,,,,1.9,,,,,,
125,9556463.0,61.3,0.7000000000000001,1.7999999999999998,5.800000000000001,1.7999999999999998,,0.1,0.2,0.0,,,,10.7,,0.1,8.5,1.4000000000000001,1.4000000000000001,0.5,0.1,,4.8,,,,0.1,0.3,,,0.2,0.2,,,,,,,,,,,
126,9556478.0,45.6,0.5,1.0,,0.2,,3.1,9.5,17.8,0.6,0.1,,,7.5,,1.9,0.1,,0.1,,,0.5,,0.6,0.2,,0.5,,3.1,3.8,,,,,,,,,3.4000000000000004,,,
127,9556479.0,50.5,,6.7,,2.6,,,0.2,,,,,,0.0,,0.8999999999999999,6.3,0.8999999999999999,4.3999999999999995,6.2,,5.4,3.5000000000000004,,,,12.2,,,,,,,,,,,,,,,
128,9556480.0,46.800000000000004,1.3,9.2,,1.2,,0.5,1.0999999999999999,,,,,0.1,0.1,,7.8,10.100000000000001,4.3999999999999995,0.2,0.1,,0.5,,,,,16.6,,,,,,,,,,0.0,,,,,
129,9556483.0,6.0,,,5.6000000000000005,7.3,4.3,0.4,9.9,0.6,,1.0999999999999999,,,2.6,,,0.8999999999999999,33.6,7.3,0.5,,9.5,1.2,0.1,,,8.7,,,,,,,,,,,,0.4,,,
130,9556492.0,65.2,2.9000000000000004,7.3999999999999995,,0.1,,1.2,6.7,3.9,2.4,0.1,,,2.1,,3.0,1.6,,0.5,,,0.1,,0.1,0.0,,0.8999999999999999,,,1.5,,,,,,,0.0,,0.2,,,
131,9556512.0,66.3,1.4000000000000001,2.1999999999999997,,,,0.5,0.6,,,,,9.0,,,4.1000000000000005,0.8999999999999999,,,,,1.4000000000000001,,,,,13.0,,,0.1,0.5,,,,,,,,,,,
132,9556534.0,7.000000000000001,3.9,,,3.5999999999999996,1.4000000000000001,,,,0.1,,,,0.2,0.0,0.2,1.9,3.4000000000000004,16.1,1.2,,30.7,1.7999999999999998,,,,28.1,,,,,,,,,0.2,,0.1,,,,
133,9556545.0,21.2,1.0,19.2,4.3,6.9,,0.2,0.3,,,,,0.8,,,1.6,3.3000000000000003,16.5,4.3999999999999995,0.7000000000000001,,12.3,,,,0.1,6.7,,,,,,,,,0.3,,,,,,
134,9556546.0,0.2,,,0.4,7.199999999999999,0.3,,1.0,,,,,2.5,0.2,,1.3,0.5,5.8999999999999995,6.0,5.3,,29.2,5.4,,,,34.699999999999996,,,,,,,,,,,,,,,
135,9556558.0,67.30000000000001,0.6,2.9000000000000004,0.3,0.0,,0.5,1.7999999999999998,0.1,,,,4.5,0.1,,13.3,6.9,0.2,,,,,,0.2,,,1.0999999999999999,,,0.2,,,,,,,,,,,,
136,9556562.0,17.7,0.7000000000000001,1.2,2.3,8.799999999999999,0.4,,0.4,,,,,,,,1.2,4.3,22.6,,0.4,,4.0,0.1,,,0.7000000000000001,35.099999999999994,,,,,,,,,0.1,,,,,,
137,9556569.0,82.5,0.2,0.7000000000000001,,0.5,,0.6,,,,,,7.3,,,4.0,,,0.1,0.1,,0.7000000000000001,,,,,3.4000000000000004,,,,,,,,,,,,,,,
138,9556584.0,13.8,,,12.7,8.4,,0.2,4.8,0.1,,,,0.2,5.7,,1.0,2.5,24.8,2.1,4.7,,9.6,0.1,,,,9.3,,,,,,,,,,,,,,,
139,9556586.0,55.400000000000006,1.7999999999999998,2.6,,1.0,,,1.0,0.5,,,,,0.0,,0.3,6.800000000000001,4.3999999999999995,5.6000000000000005,,,6.7,,,,,13.8,,,0.0,,,,,,,,,,,,
140,9556594.0,15.9,,11.4,,5.800000000000001,0.8,,,1.6,,,,,,,,1.7999999999999998,0.7000000000000001,6.5,28.199999999999996,,21.0,0.3,,,,5.8999999999999995,,,,,,,,,,,,,,,
141,9556596.0,0.2,,0.3,0.1,13.0,,0.2,1.7000000000000002,0.1,,,,1.5,0.3,,0.5,1.5,6.1,24.4,6.3,,10.9,0.3,,,,32.4,,,,,,,,,,,,,,,
142,9556604.0,34.9,0.0,7.000000000000001,7.5,4.8,0.4,0.2,1.0999999999999999,0.2,,0.2,,0.6,0.2,,1.9,5.2,18.5,0.3,1.2,,4.2,0.3,,,,11.200000000000001,,,0.0,,,,,,0.1,0.0,,,,,
143,9556608.0,6.4,,,,8.4,,,0.2,,,,,,0.4,,0.2,0.2,4.0,60.099999999999994,2.6,,1.3,0.4,,,,16.0,,,,,,,,,,,,,,,
144,9556610.0,75.2,0.1,5.6000000000000005,0.3,,,0.3,2.4,,,,,2.3,,,9.6,3.3000000000000003,0.0,0.2,,,,,,,,0.5,,,,,,,,,,,,,,,
145,9556631.0,8.0,0.3,2.3,,5.1,2.9000000000000004,,1.0999999999999999,,,,,,0.7000000000000001,,5.5,5.8999999999999995,18.3,10.0,16.1,,14.299999999999999,2.7,,,,6.800000000000001,,,,,,,,,,,,,,,
146,9556646.0,18.4,6.2,,,7.7,0.3,,,,,,,,,,,1.7999999999999998,17.599999999999998,4.9,11.0,,11.3,,,,,20.7,,,,,,,,,,,,,,,
147,9556649.0,56.599999999999994,1.3,1.7999999999999998,,1.0999999999999999,,,0.8999999999999999,0.2,0.0,,,,0.3,,3.4000000000000004,5.800000000000001,10.2,1.3,0.5,,7.000000000000001,0.5,,,,8.799999999999999,,,0.1,,,,,,,,,,,,
148,9556654.0,69.3,0.1,0.1,,3.0,,,3.2,1.5,,0.3,,,1.7999999999999998,,0.1,1.0999999999999999,7.000000000000001,,0.3,,2.6,,,0.1,,8.9,,0.4,0.2,,,,,,,,,,,,
149,9556664.0,5.2,,,3.9,6.4,0.1,0.6,17.9,1.9,,0.5,,,4.0,,0.5,0.7000000000000001,15.4,18.099999999999998,2.0,0.2,8.4,0.6,,0.1,,11.899999999999999,,,1.2,,,,,,,,,0.4,,,
150,9556669.0,,,,,4.3,,,,,,,,,,,,,5.3,46.9,27.3,,13.3,2.9000000000000004,,,,,,,,,,,,,,,,,,,
151,9556684.0,38.9,2.3,1.7999999999999998,,4.1000000000000005,,,2.4,0.4,,,,,,,3.0,9.5,12.7,2.1999999999999997,3.5000000000000004,,10.100000000000001,0.4,,,,8.7,,,,,,,,,,,,,,,
152,9556688.0,26.8,3.4000000000000004,7.5,,7.5,,,0.4,0.1,0.2,,,,0.2,0.5,1.3,5.4,6.4,3.1,10.100000000000001,,12.4,1.9,,,,12.6,,,,,,,,,,0.1,,,,,
153,9556694.0,38.3,0.8999999999999999,5.0,4.2,11.200000000000001,,0.3,0.1,0.1,0.1,,,1.2,,,3.5999999999999996,0.8999999999999999,4.9,0.5,1.4000000000000001,,13.600000000000001,0.6,,,0.8999999999999999,12.2,,,,,,,,,0.1,,,,,,
154,9556708.0,0.4,,,,5.0,0.5,0.1,2.5,0.4,,0.1,,,1.5,,0.4,0.5,4.5,30.099999999999998,5.5,0.4,24.3,1.0999999999999999,,,,22.6,,,,,,,,,0.1,,,,,,
155,9556713.0,46.800000000000004,0.7000000000000001,13.100000000000001,1.0999999999999999,1.9,,0.5,1.2,0.5,0.5,0.1,,0.8,0.3,,2.8000000000000003,5.1,2.5,0.8,1.7999999999999998,,2.8000000000000003,,0.3,,,16.5,,,,,,,,,,,,,,,
156,9556728.0,24.6,1.5,15.7,2.1999999999999997,14.299999999999999,,,0.6,,,,,0.1,,,2.1999999999999997,2.5,11.0,4.9,0.7000000000000001,,10.100000000000001,0.4,,,,9.1,,,,,,,,,0.2,,,,,,
157,9556740.0,46.2,0.2,0.4,,4.1000000000000005,,0.1,0.1,,,,,,0.2,,1.0,3.3000000000000003,7.5,5.8999999999999995,6.9,,4.8,4.7,,,,14.7,,,,,,,,,,,,,,,
158,9556741.0,7.7,0.1,,2.9000000000000004,2.1,1.0999999999999999,0.1,6.2,0.5,,0.8999999999999999,,,10.100000000000001,,0.1,0.8,14.499999999999998,3.8,6.9,0.8,15.7,2.1,0.2,,,22.900000000000002,,,,,,,,,0.6,,,0.1,,,
159,9556754.0,23.7,8.3,,,4.0,,,0.3,,0.4,,,,0.2,,0.3,2.1999999999999997,24.2,0.6,4.9,,2.0,,,,,28.599999999999998,,,0.4,,,,,,,,,,,,
160,9556864.0,0.3,,,,5.1,0.3,,,,,,,,3.4000000000000004,,2.0,0.5,22.5,15.0,0.3,7.3999999999999995,13.4,1.6,,,,28.199999999999996,,,,,,,,,,,,,,,
161,9556955.0,,,,2.3,3.1,1.6,,0.8999999999999999,0.1,,0.0,,,6.800000000000001,,0.4,2.1,17.9,27.3,0.7000000000000001,7.199999999999999,9.3,2.1,,,,18.0,,,,,,,,,0.1,,,,,,
162,9557004.0,23.9,5.0,,,1.3,0.7000000000000001,,0.1,,0.1,,,,0.7000000000000001,,0.5,2.5,8.200000000000001,7.000000000000001,0.1,,17.8,1.7999999999999998,,,,30.2,,,,,,,,,0.1,,,,,,
163,9557101.0,27.200000000000003,0.6,,,4.8,0.6,,0.0,,0.2,,,,1.2,,0.1,1.0999999999999999,27.900000000000002,0.7000000000000001,4.2,,11.700000000000001,0.6,,,,19.0,,,,,,,,,0.2,,,,,,
164,9557108.0,19.3,0.0,,,2.7,,0.2,0.8,0.2,,,,,0.5,,0.2,0.8999999999999999,27.3,3.9,8.0,,5.1,0.5,,,,30.099999999999998,,,,,,,,,0.2,,,,,,
165,9562826.0,6.4,20.7,0.1,46.2,5.0,,0.6,0.3,0.0,,,,,4.2,,,0.7000000000000001,8.4,0.5,,,1.5,,0.2,0.2,,4.8,,,0.2,,,,,,,,,,,,
166,9562842.0,0.8999999999999999,,14.799999999999999,40.400000000000006,7.1,,,,,,,,,1.6,,0.8999999999999999,1.0,6.1,2.8000000000000003,0.7000000000000001,,12.1,1.3,,,,10.299999999999999,,,,,,,,,,,,,,,
167,9562851.0,16.6,,2.1,9.8,7.000000000000001,,0.2,0.6,0.6,,,,0.6,24.4,,0.7000000000000001,1.4000000000000001,1.5,,,,16.1,0.4,,,,18.2,,,,,,,,,,,,,,,
168,9562856.0,,,,26.0,10.4,5.2,,,,,,,,,,,,1.0,,,,27.800000000000004,19.7,,,,9.9,,,,,,,,,,,,,,,
169,9562860.0,10.299999999999999,0.4,2.4,27.500000000000004,0.8999999999999999,0.3,0.3,,,,,,,47.4,,0.7000000000000001,1.0999999999999999,,,,,5.3,,,,,3.5000000000000004,,,,,,,,,,,,,,,
170,9562871.0,17.7,0.3,0.4,14.000000000000002,3.8,1.3,0.5,1.4000000000000001,1.4000000000000001,0.0,,,,1.7999999999999998,,,5.800000000000001,0.3,,,,6.1,1.7999999999999998,,,,43.0,,,0.3,,,,,,,,,,,,
171,9562897.0,1.6,0.1,0.2,12.1,3.3000000000000003,,,0.4,,0.3,,,0.5,28.000000000000004,,0.6,1.0999999999999999,16.7,1.0,1.4000000000000001,4.3999999999999995,13.200000000000001,1.2,,,,12.9,,,,,,,,,0.8999999999999999,,,,,,
172,9562901.0,6.0,,,0.3,33.900000000000006,0.5,,,,,,,,41.5,,,,,,,,,,,,,17.8,,,,,,,,,,,,,,,
173,9562902.0,39.5,0.2,1.7999999999999998,1.7000000000000002,6.800000000000001,0.8,1.3,2.6,1.3,0.2,0.2,,,16.6,,0.7000000000000001,0.3,3.8,,,,1.0999999999999999,,,0.2,,20.599999999999998,,,0.2,,,,,,,,,0.3,,,
174,9562904.0,14.799999999999999,,3.5000000000000004,28.799999999999997,6.5,0.2,0.2,0.2,,0.1,,,0.1,17.7,,2.8000000000000003,1.4000000000000001,6.3,,,,6.4,0.1,,,,10.9,,,,,,,,,,,,,,,
175,9562908.0,1.3,4.8,3.2,19.8,6.5,0.6,0.2,0.5,,,,,,4.6,,4.0,1.7999999999999998,14.7,2.5,0.2,3.6999999999999997,14.6,4.9,,,0.8999999999999999,10.7,0.2,,0.4,,,,,,0.0,,,,,,
176,9562917.0,2.8000000000000003,15.6,,,4.2,2.1,5.8999999999999995,6.6000000000000005,5.2,2.1,,,,1.2,,4.3999999999999995,13.700000000000001,4.3,,3.8,,3.8,,,,,23.3,,,,,,,,,,0.8,,0.2,,,
177,9562934.0,13.200000000000001,0.1,,17.9,23.5,,,0.1,0.4,,,,,21.099999999999998,,,3.2,2.9000000000000004,,,,5.4,0.0,,,,12.1,,,,,,,,,,,,,,,
178,9562943.0,3.2,,1.7000000000000002,56.39999999999999,2.6,2.3,0.2,,,0.1,,,0.1,,,0.6,3.4000000000000004,6.1,0.2,,,7.5,0.2,0.3,,0.1,15.0,,,,,,,,,,,,,,,
179,9562945.0,16.2,,7.5,6.2,9.4,,0.1,0.1,,,,,,0.2,,1.9,5.6000000000000005,9.5,1.9,0.3,,33.0,0.4,,,,6.9,,,,,,,,,0.7000000000000001,,,,,,
180,9562950.0,1.2,,1.0999999999999999,4.7,4.3999999999999995,1.7999999999999998,0.5,,,,,,,2.8000000000000003,,0.0,0.6,0.6,0.3,2.5,,30.3,2.8000000000000003,,,2.4,44.1,,,,,,,,,,,,,,,
181,9562986.0,0.5,4.3999999999999995,3.5999999999999996,2.1,3.6999999999999997,,1.0,0.2,0.2,,,,,0.2,,4.3999999999999995,1.0999999999999999,27.500000000000004,1.6,0.2,2.5,25.8,5.5,,,3.4000000000000004,11.799999999999999,,,,,,,,,0.3,0.1,,,,,
182,9563001.0,34.9,,3.5999999999999996,26.3,3.6999999999999997,,0.4,0.3,,,,,,1.7999999999999998,,0.4,3.1,2.9000000000000004,0.8999999999999999,,,9.8,0.3,,,0.2,11.5,,,,,,,,,,,,,,,
183,9563019.0,5.0,0.1,6.800000000000001,6.7,29.299999999999997,,0.2,0.2,,,,,0.1,2.5,,1.9,5.0,7.000000000000001,11.3,1.2,1.7999999999999998,15.0,1.4000000000000001,,,0.0,4.3999999999999995,,,,,,,,,,,,,,,
184,9563025.0,,0.4,0.3,0.8999999999999999,9.8,,0.2,,,,0.2,,,3.5000000000000004,0.3,4.3,2.8000000000000003,6.5,1.4000000000000001,1.0,2.8000000000000003,27.200000000000003,19.2,,,0.8,12.9,,,,,,,,,5.4,,,,,,
185,9563040.0,2.6,33.0,3.5999999999999996,11.899999999999999,1.2,,0.5,0.4,0.4,,,,,3.0,,3.8,1.3,1.0,,,,10.8,,,,0.7000000000000001,25.6,,,0.2,,,,,,,0.1,,,,,
186,9563046.0,0.1,,0.1,19.5,6.3,,0.1,0.5,,0.1,,,,20.9,,0.8999999999999999,5.3,15.299999999999999,,,,16.5,4.3,,,,7.8,,,,,,,,,2.1999999999999997,,,,,,
187,9563049.0,24.7,,,,9.4,0.5,,,,,,,,61.9,,,,1.0999999999999999,,,,2.1999999999999997,,,,,0.2,,,,,,,,,,,,,,,
